product_id,product_name,category,brand,date,mrp,selling_price,discount_percent,platform,computed_discount,discount_mismatch,baseline_price_90d,mrp_inflation_ratio,discount_permanence_score,pre_sale_spike,price_volatility,mrp_volatility,days_listed,discount_vs_category,fraud_verdict,discount_round_flag,charm_pricing_flag,listing_age_anomaly,seller_trust_score,discount_gap_abs,high_discount_low_trust,price_drop_magnitude,cross_platform_mrp_gap,cross_platform_price_gap,fraud_score_composite
1,Prestige_Mixer_1,Home,Prestige,2024-01-28,768.47,699.57,8.97,amazon,8.97,False,683.555,1.1242,0.4722,0.041,0.024,0.4529,22,-28.83,Genuine,0,0,0,0.7816,0.0,0,-0.0234,0.0,0.0,1.85
1,Prestige_Mixer_1,Home,Prestige,2024-01-29,745.47,682.69,14.750538006355834,amazon,8.42,True,683.555,1.0906,0.4722,-0.0165,0.024,0.4529,23,-29.38,Suspicious,0,0,0,0.7917,6.33,0,0.0013,0.0,0.0,1.93
1,Prestige_Mixer_1,Home,Prestige,2024-01-30,769.4,675.86,12.16,amazon,12.16,False,683.555,1.1256,0.4722,0.0216,0.024,0.4529,24,-25.64,Genuine,0,0,0,0.7812,0.0,0,0.0113,0.0,0.0,1.82
1,Prestige_Mixer_1,Home,Prestige,2024-01-31,867.34,660.57,23.84,amazon,23.84,False,683.555,1.2689,0.4722,-0.369,0.024,0.4529,25,-13.96,Genuine,0,0,0,0.7382,0.0,0,0.0336,0.0,0.0,1.95
1,Prestige_Mixer_1,Home,Prestige,2024-02-01,1190.75,670.13,43.72,amazon,43.72,False,683.555,1.742,0.4722,0.565,0.024,0.4529,26,5.92,Suspicious,0,0,0,0.5962,0.0,0,0.0196,0.0,0.0,3.53
1,Prestige_Mixer_1,Home,Prestige,2024-02-02,1089.04,667.29,38.73,amazon,38.73,False,683.555,1.5932,0.4722,0.359,0.024,0.4529,27,0.93,Suspicious,0,0,0,0.6409,0.0,0,0.0238,0.0,0.0,2.98
1,Prestige_Mixer_1,Home,Prestige,2024-02-03,935.31,649.93,30.51,amazon,30.51,False,683.555,1.3683,0.4722,0.2046,0.024,0.4529,28,-7.29,Genuine,0,0,0,0.7084,0.0,0,0.0492,0.0,0.0,2.44
1,Prestige_Mixer_1,Home,Prestige,2024-02-04,864.22,644.35,25.44,amazon,25.44,False,683.555,1.2643,0.4722,0.1246,0.024,0.4529,29,-12.36,Genuine,1,0,0,0.7395,0.0,0,0.0574,0.0,0.0,2.77
1,Prestige_Mixer_1,Home,Prestige,2024-02-05,1144.1,659.86,42.33,amazon,42.32,False,683.555,1.6737,0.4722,0.5347,0.024,0.4529,30,4.52,Suspicious,0,0,0,0.6167,0.01,0,0.0347,0.0,0.0,3.39
1,Prestige_Mixer_1,Home,Prestige,2024-02-06,1048.19,674.56,35.65,amazon,35.65,False,683.555,1.5334,0.4722,0.3623,0.024,0.4529,31,-2.15,Suspicious,0,0,0,0.6588,0.0,0,0.0132,0.0,0.0,2.92
1,Prestige_Mixer_1,Home,Prestige,2024-02-07,1115.22,691.55,37.99,amazon,37.99,False,683.555,1.6315,0.4722,0.2858,0.024,0.4529,32,0.19,Suspicious,0,0,0,0.6294,0.0,0,-0.0117,0.0,0.0,2.9
1,Prestige_Mixer_1,Home,Prestige,2024-02-08,1104.9,684.05,38.09,amazon,38.09,False,683.555,1.6164,0.4722,-0.0721,0.024,0.4529,33,0.29,Genuine,0,0,0,0.6339,0.0,0,-0.0007,0.0,0.0,2.37
1,Prestige_Mixer_1,Home,Prestige,2024-02-09,902.81,703.4,22.09,amazon,22.09,False,683.555,1.3208,0.4722,-0.171,0.024,0.4529,34,-15.71,Genuine,0,0,0,0.7226,0.0,0,-0.029,0.0,0.0,2.01
1,Prestige_Mixer_1,Home,Prestige,2024-02-10,1907.63,686.61,64.01,amazon,64.01,False,683.555,2.7907,0.4722,1.0396,0.024,0.4529,35,26.21,Fake,0,0,0,0.2816,0.0,1,-0.0045,0.0,0.0,6.16
2,Prestige_Cookware_2,Home,Prestige,2024-01-09,1390.51,653.31,53.02,amazon,53.02,False,653.26,2.1286,0.1579,0.0,0.0231,0.4354,0,15.22,Suspicious,0,0,1,0.4873,0.0,0,-0.0001,0.0,0.0,2.8
2,Prestige_Cookware_2,Home,Prestige,2024-01-10,1475.42,645.79,56.23,amazon,56.23,False,653.26,2.2585,0.1579,0.0,0.0231,0.4354,1,18.43,Suspicious,0,0,1,0.4483,0.0,1,0.0114,0.0,0.0,3.56
2,Prestige_Cookware_2,Home,Prestige,2024-01-11,687.47,626.06,8.93,amazon,8.93,False,653.26,1.0524,0.1579,0.0,0.0231,0.4354,2,-28.87,Genuine,0,0,0,0.8101,0.0,0,0.0416,0.0,0.0,0.92
2,Prestige_Cookware_2,Home,Prestige,2024-01-12,746.86,634.98,14.98,amazon,14.98,False,653.26,1.1433,0.1579,0.0,0.0231,0.4354,3,-22.82,Genuine,0,0,0,0.7829,0.0,0,0.028,0.0,0.0,1.03
2,Prestige_Cookware_2,Home,Prestige,2024-01-13,714.47,642.0,10.14,amazon,10.14,False,653.26,1.0937,0.1579,0.0,0.0231,0.4354,4,-27.66,Genuine,0,0,0,0.7977,0.0,0,0.0172,0.0,0.0,0.97
2,Prestige_Cookware_2,Home,Prestige,2024-01-14,704.1,634.95,9.82,amazon,9.82,False,653.26,1.0778,0.1579,0.0,0.0231,0.4354,5,-27.98,Genuine,0,0,0,0.8025,0.0,0,0.028,0.0,0.0,0.95
2,Prestige_Cookware_2,Home,Prestige,2024-01-15,727.02,653.26,10.15,amazon,10.15,False,653.26,1.1129,0.1579,0.0,0.0231,0.4354,6,-27.65,Genuine,0,0,0,0.792,0.0,0,0.0,0.0,0.0,0.99
2,Prestige_Cookware_2,Home,Prestige,2024-01-16,769.58,660.27,14.2,amazon,14.2,False,653.26,1.1781,0.1579,-0.4465,0.0231,0.4354,7,-23.6,Genuine,0,0,0,0.7724,0.0,0,-0.0107,0.0,0.0,1.07
2,Prestige_Cookware_2,Home,Prestige,2024-01-17,2234.56,674.66,69.81,amazon,69.81,False,653.26,3.4206,0.1579,0.5145,0.0231,0.4354,8,32.01,Fake,1,0,0,0.2258,0.0,1,-0.0328,0.0,0.0,5.87
2,Prestige_Cookware_2,Home,Prestige,2024-01-18,752.34,670.45,10.89,amazon,10.88,False,653.26,1.1517,0.1579,0.0944,0.0231,0.4354,9,-26.92,Genuine,0,0,0,0.7803,0.01,0,-0.0263,0.0,0.0,1.21
2,Prestige_Cookware_2,Home,Prestige,2024-01-19,768.19,656.46,14.54,amazon,14.54,False,653.26,1.1759,0.1579,0.0286,0.0231,0.4354,10,-23.26,Genuine,0,0,0,0.7731,0.0,0,-0.0049,0.0,0.0,1.12
2,Prestige_Cookware_2,Home,Prestige,2024-01-20,736.8,648.83,11.94,amazon,11.94,False,653.26,1.1279,0.1579,0.0313,0.0231,0.4354,11,-25.86,Genuine,0,0,0,0.7875,0.0,0,0.0068,0.0,0.0,1.07
2,Prestige_Cookware_2,Home,Prestige,2024-01-21,758.99,647.28,14.72,amazon,14.72,False,653.26,1.1618,0.1579,0.078,0.0231,0.4354,12,-23.08,Genuine,0,0,0,0.7773,0.0,0,0.0092,0.0,0.0,1.19
2,Prestige_Cookware_2,Home,Prestige,2024-01-22,719.0,651.04,9.45,amazon,9.45,False,653.26,1.1006,0.1579,-0.011,0.0231,0.4354,13,-28.35,Genuine,0,0,0,0.7957,0.0,0,0.0034,0.0,0.0,0.98
2,Prestige_Cookware_2,Home,Prestige,2024-01-23,763.57,653.25,14.45,amazon,14.45,False,653.26,1.1689,0.1579,-0.0078,0.0231,0.4354,14,-23.35,Genuine,0,0,0,0.7752,0.0,0,0.0,0.0,0.0,1.06
2,Prestige_Cookware_2,Home,Prestige,2024-01-24,769.85,664.71,13.66,amazon,13.66,False,653.26,1.1785,0.1579,-0.6555,0.0231,0.4354,15,-24.14,Genuine,0,0,0,0.7723,0.0,0,-0.0175,0.0,0.0,1.07
2,Prestige_Cookware_2,Home,Prestige,2024-01-25,796.61,680.17,14.62,amazon,14.62,False,653.26,1.2194,0.1579,0.0588,0.0231,0.4354,16,-23.18,Genuine,0,0,0,0.76,0.0,0,-0.0412,0.0,0.0,1.23
2,Prestige_Cookware_2,Home,Prestige,2024-01-26,759.27,679.8,10.47,amazon,10.47,False,653.26,1.1623,0.1579,-0.0116,0.0231,0.4354,17,-27.33,Genuine,0,0,0,0.7772,0.0,0,-0.0406,0.0,0.0,1.05
2,Prestige_Cookware_2,Home,Prestige,2024-01-27,764.29,664.93,13.0,amazon,13.0,False,653.26,1.17,0.1579,0.0373,0.0231,0.4354,18,-24.8,Genuine,0,0,0,0.7748,0.0,0,-0.0179,0.0,0.0,1.13
3,Nivia_Football_3,Sports,Nivia,2024-02-22,6049.83,4302.45,28.88,amazon,28.88,False,4050.04,1.4938,0.9474,0.0,0.0312,0.4598,0,3.37,Suspicious,0,0,0,0.6679,0.0,0,-0.0623,0.0,0.0,3.36
3,Nivia_Football_3,Sports,Nivia,2024-02-23,4920.16,4276.96,26.04807649757525,amazon,13.07,True,4050.04,1.2148,0.9474,0.0,0.0312,0.4598,1,-12.44,Suspicious,0,0,0,0.7516,12.98,0,-0.056,0.0,0.0,3.42
3,Nivia_Football_3,Sports,Nivia,2024-02-24,6613.79,4323.93,34.62,amazon,34.62,False,4050.04,1.633,0.9474,0.0,0.0312,0.4598,2,9.11,Suspicious,1,0,0,0.6262,0.0,0,-0.0676,0.0,0.0,4.13
3,Nivia_Football_3,Sports,Nivia,2024-02-25,16334.25,4229.55,74.11,amazon,74.11,False,4050.04,4.0331,0.9474,0.0,0.0312,0.4598,3,48.6,Fake,0,0,1,0.2161,0.0,1,-0.0443,0.0,0.0,7.55
3,Nivia_Football_3,Sports,Nivia,2024-02-26,9205.05,4114.54,55.3,amazon,55.3,False,4050.04,2.2728,0.9474,0.0,0.0312,0.4598,4,29.79,Fake,1,0,1,0.4342,0.0,1,-0.0159,0.0,0.0,6.08
3,Nivia_Football_3,Sports,Nivia,2024-02-27,10364.29,4121.39,60.23,amazon,60.23,False,4050.04,2.5591,0.9474,0.0,0.0312,0.4598,5,34.72,Fake,1,0,1,0.3484,0.0,1,-0.0176,0.0,0.0,6.43
3,Nivia_Football_3,Sports,Nivia,2024-02-28,18461.89,4122.47,77.67,amazon,77.67,False,4050.04,4.5584,0.9474,0.0,0.0312,0.4598,6,52.16,Fake,0,0,1,0.2161,0.0,1,-0.0179,0.0,0.0,7.55
3,Nivia_Football_3,Sports,Nivia,2024-02-29,8389.32,4000.73,52.31,amazon,52.31,False,4050.04,2.0714,0.9474,0.3867,0.0312,0.4598,7,26.8,Fake,0,0,0,0.4947,0.0,0,0.0122,0.0,0.0,4.75
3,Nivia_Football_3,Sports,Nivia,2024-03-01,9152.93,4007.32,56.22,amazon,56.22,False,4050.04,2.26,0.9474,0.8603,0.0312,0.4598,8,30.71,Fake,0,0,0,0.4381,0.0,1,0.0105,0.0,0.0,6.42
3,Nivia_Football_3,Sports,Nivia,2024-03-02,13378.59,3985.72,70.21,amazon,70.21,False,4050.04,3.3033,0.9474,1.0228,0.0312,0.4598,9,44.7,Fake,1,0,0,0.2161,0.0,1,0.0159,0.0,0.0,8.51
3,Nivia_Football_3,Sports,Nivia,2024-03-03,9012.24,3936.97,56.32,amazon,56.32,False,4050.04,2.2252,0.9474,-0.4483,0.0312,0.4598,10,30.81,Fake,0,0,0,0.4485,0.0,1,0.0279,0.0,0.0,4.83
3,Nivia_Football_3,Sports,Nivia,2024-03-04,8267.9,4050.04,51.01,amazon,51.01,False,4050.04,2.0414,0.9474,-0.1018,0.0312,0.4598,11,25.5,Fake,0,0,0,0.5037,0.0,0,0.0,0.0,0.0,4.02
3,Nivia_Football_3,Sports,Nivia,2024-03-05,15995.7,4094.68,74.4,amazon,74.4,False,4050.04,3.9495,0.9474,0.5433,0.0312,0.4598,12,48.89,Fake,0,0,0,0.2161,0.0,1,-0.011,0.0,0.0,7.87
3,Nivia_Football_3,Sports,Nivia,2024-03-06,8603.71,4060.79,52.8,amazon,52.8,False,4050.04,2.1244,0.9474,-0.534,0.0312,0.4598,13,27.29,Fake,0,0,0,0.4788,0.0,0,-0.0027,0.0,0.0,4.12
3,Nivia_Football_3,Sports,Nivia,2024-03-07,5342.15,4001.22,25.1,amazon,25.1,False,4050.04,1.319,0.9474,-0.3632,0.0312,0.4598,14,-0.41,Suspicious,1,0,0,0.7204,0.0,0,0.0121,0.0,0.0,3.75
3,Nivia_Football_3,Sports,Nivia,2024-03-08,5447.32,3940.44,27.66,amazon,27.66,False,4050.04,1.345,0.9474,-0.4049,0.0312,0.4598,15,2.15,Suspicious,0,0,0,0.7126,0.0,0,0.0271,0.0,0.0,3.19
3,Nivia_Football_3,Sports,Nivia,2024-03-09,5442.22,3918.71,39.99891494011254,amazon,27.99,True,4050.04,1.3437,0.9474,-0.5932,0.0312,0.4598,16,2.48,Suspicious,0,0,0,0.713,12.01,0,0.0324,0.0,0.0,3.54
3,Nivia_Football_3,Sports,Nivia,2024-03-10,5252.55,3940.66,24.98,amazon,24.98,False,4050.04,1.2969,0.9474,-0.4172,0.0312,0.4598,17,-0.53,Suspicious,1,0,0,0.727,0.0,0,0.027,0.0,0.0,3.72
3,Nivia_Football_3,Sports,Nivia,2024-03-11,5449.18,4024.5,26.14,amazon,26.14,False,4050.04,1.3455,0.9474,-0.3409,0.0312,0.4598,18,0.63,Suspicious,0,0,0,0.7124,0.0,0,0.0063,0.0,0.0,3.19
4,LG_Smartphone_4,Electronics,LG,2024-02-10,3030.73,2693.31,11.13,amazon,11.13,False,2599.71,1.1658,0.8485,0.0,0.0211,0.4851,0,-18.24,Genuine,0,0,0,0.7562,0.0,0,-0.036,0.0,0.0,2.76
4,LG_Smartphone_4,Electronics,LG,2024-02-11,3125.31,2719.19,12.99,amazon,12.99,False,2599.71,1.2022,0.8485,0.0,0.0211,0.4851,1,-16.38,Genuine,0,0,0,0.7453,0.0,0,-0.046,0.0,0.0,2.81
4,LG_Smartphone_4,Electronics,LG,2024-02-12,3001.96,2651.06,11.69,amazon,11.69,False,2599.71,1.1547,0.8485,0.0,0.0211,0.4851,2,-17.68,Genuine,0,0,0,0.7595,0.0,0,-0.0198,0.0,0.0,2.75
4,LG_Smartphone_4,Electronics,LG,2024-02-13,3750.11,2723.56,27.37,amazon,27.37,False,2599.71,1.4425,0.8485,0.0,0.0211,0.4851,3,-2.0,Genuine,0,0,0,0.6732,0.0,0,-0.0476,0.0,0.0,3.1
4,LG_Smartphone_4,Electronics,LG,2024-02-14,2959.75,2649.93,10.47,amazon,10.47,False,2599.71,1.1385,0.8485,0.0,0.0211,0.4851,4,-18.9,Genuine,0,0,0,0.7644,0.0,0,-0.0193,0.0,0.0,2.73
4,LG_Smartphone_4,Electronics,LG,2024-02-15,3030.1,2644.16,12.74,amazon,12.74,False,2599.71,1.1656,0.8485,0.0,0.0211,0.4851,5,-16.63,Genuine,0,0,0,0.7563,0.0,0,-0.0171,0.0,0.0,2.76
4,LG_Smartphone_4,Electronics,LG,2024-02-16,3304.96,2572.61,22.16,amazon,22.16,False,2599.71,1.2713,0.8485,0.0,0.0211,0.4851,6,-7.21,Genuine,0,0,0,0.7246,0.0,0,0.0104,0.0,0.0,2.89
4,LG_Smartphone_4,Electronics,LG,2024-02-17,4290.86,2635.77,38.57,amazon,38.57,False,2599.71,1.6505,0.8485,0.4158,0.0211,0.4851,7,9.2,Suspicious,0,0,0,0.6108,0.0,0,-0.0139,0.0,0.0,4.09
4,LG_Smartphone_4,Electronics,LG,2024-02-18,5198.41,2583.1,50.31,amazon,50.31,False,2599.71,1.9996,0.8485,0.6633,0.0211,0.4851,8,20.94,Suspicious,1,0,0,0.5061,0.0,0,0.0064,0.0,0.0,5.55
4,LG_Smartphone_4,Electronics,LG,2024-02-19,3404.97,2611.34,38.48024228838595,amazon,23.31,True,2599.71,1.3097,0.8485,0.1342,0.0211,0.4851,9,-6.06,Suspicious,0,0,0,0.713,15.17,0,-0.0045,0.0,0.0,3.63
4,LG_Smartphone_4,Electronics,LG,2024-02-20,3322.56,2554.74,23.11,amazon,23.11,False,2599.71,1.2781,0.8485,-0.114,0.0211,0.4851,10,-6.26,Genuine,0,0,0,0.7225,0.0,0,0.0173,0.0,0.0,2.9
4,LG_Smartphone_4,Electronics,LG,2024-02-21,3315.43,2515.23,24.14,amazon,24.14,False,2599.71,1.2753,0.8485,0.1202,0.0211,0.4851,11,-5.23,Genuine,0,0,0,0.7234,0.0,0,0.0325,0.0,0.0,3.11
4,LG_Smartphone_4,Electronics,LG,2024-02-22,3425.17,2545.89,25.67,amazon,25.67,False,2599.71,1.3175,0.8485,0.1304,0.0211,0.4851,12,-3.7,Genuine,0,0,0,0.7107,0.0,0,0.0207,0.0,0.0,3.18
4,LG_Smartphone_4,Electronics,LG,2024-02-23,3972.24,2581.94,35.0,amazon,35.0,False,2599.71,1.528,0.8485,0.2019,0.0211,0.4851,13,5.63,Suspicious,1,0,0,0.6476,0.0,0,0.0068,0.0,0.0,4.16
4,LG_Smartphone_4,Electronics,LG,2024-02-24,5584.54,2610.76,53.25,amazon,53.25,False,2599.71,2.1481,0.8485,0.3015,0.0211,0.4851,14,23.88,Fake,0,0,0,0.4615,0.0,0,-0.0043,0.0,0.0,4.48
4,LG_Smartphone_4,Electronics,LG,2024-02-25,6502.69,2593.18,60.12,amazon,60.12,False,2599.71,2.5013,0.8485,0.2509,0.0211,0.4851,15,30.75,Fake,1,0,0,0.3556,0.0,1,0.0025,0.0,0.0,6.0
4,LG_Smartphone_4,Electronics,LG,2024-02-26,8568.18,2650.21,69.07,amazon,69.07,False,2599.71,3.2958,0.8485,1.5164,0.0211,0.4851,16,39.7,Fake,0,0,0,0.206,0.0,1,-0.0194,0.0,0.0,7.7
4,LG_Smartphone_4,Electronics,LG,2024-02-27,6832.25,2604.5,61.88,amazon,61.88,False,2599.71,2.6281,0.8485,1.0563,0.0211,0.4851,17,32.51,Fake,0,0,0,0.3175,0.0,1,-0.0018,0.0,0.0,6.9
4,LG_Smartphone_4,Electronics,LG,2024-02-28,10486.72,2658.79,83.2115020256221,amazon,74.65,True,2599.71,4.0338,0.8485,2.163,0.0211,0.4851,18,45.28,Fake,1,0,0,0.206,8.56,1,-0.0227,0.0,0.0,9.39
4,LG_Smartphone_4,Electronics,LG,2024-02-29,11627.76,2642.43,77.27,amazon,77.27,False,2599.71,4.4727,0.8485,2.3948,0.0211,0.4851,19,47.9,Fake,0,0,0,0.206,0.0,1,-0.0164,0.0,0.0,8.54
