product_id,product_name,category,platform,mrp,selling_price,computed_discount,fraud_verdict,fraud_score_composite,mrp_inflation_ratio,discount_permanence_score,pre_sale_spike,seller_trust_score,discount_round_flag,charm_pricing_flag,cross_platform_mrp_gap,price_drop_magnitude
82,LG_Laptop_82,Electronics,amazon,8412.98,2581.47,69.32,Fake,6.67,2.9891,0.6176,1.2203,0.247,0,0,0.0,0.0828
83,SG_Cricket Bat_83,Sports,amazon,1777.0,1551.5,12.69,Genuine,1.28,1.2089,0.15,0.1263,0.7741,0,0,0.0,-0.0555
84,Sony_Smartphone_84,Electronics,amazon,866.52,543.44,37.28,Suspicious,2.32,1.6518,0.3333,0.3193,0.7324,0,0,0.0,-0.0359
85,Sony_Smartwatch_85,Electronics,amazon,9669.75,3599.51,62.78,Fake,6.61,2.6962,0.9231,0.6984,0.301,0,0,0.0,-0.0037
86,Prestige_Mixer_86,Home,amazon,766.79,283.47,63.03,Fake,6.35,2.6234,0.9091,0.8099,0.4361,0,0,0.0,0.0302
87,Nike_T-Shirt_87,Fashion,amazon,1391.73,1174.19,15.63,Genuine,0.18,1.15,0.0,-0.049,0.9414,0,0,0.0,0.0298
88,Prestige_Mixer_88,Home,amazon,3935.2,1109.6,71.8,Fake,8.61,3.8817,1.0,1.3581,0.255,0,0,0.0,-0.0945
89,Nivia_Dumbbells_89,Sports,amazon,5725.48,3888.91,32.08,Suspicious,3.39,1.4252,0.9615,0.0539,0.694,0,0,0.0,0.0319
90,Nike_Jacket_90,Fashion,amazon,4771.72,3508.46,26.47,Genuine,2.84,1.2585,1.0,-0.2592,0.8611,0,0,0.0,0.0746
91,Prestige_Cookware_91,Home,amazon,8903.3,2787.76,68.69,Fake,6.88,2.971,0.7368,1.4595,0.2709,0,0,0.0,0.0697
92,SG_Football_92,Sports,amazon,2299.94,1834.5,20.24,Genuine,3.06,1.2107,0.75,-0.0382,0.7828,1,0,0.0,0.0343
93,Prestige_Table_93,Home,amazon,6320.38,3390.1,46.36,Suspicious,3.39,1.8387,0.8571,-0.0625,0.6197,0,0,0.0,0.0138
94,Nike_Jacket_94,Fashion,amazon,3566.46,1814.48,49.12,Suspicious,3.63,1.7836,1.0,-0.179,0.6484,0,0,0.0,0.0926
95,Lakme_Facewash_95,Beauty,amazon,6476.19,1992.79,69.23,Fake,5.54,2.9726,0.8065,0.1839,0.2827,0,0,0.0,0.0853
96,Nike_T-Shirt_96,Fashion,amazon,5030.58,3615.12,28.14,Genuine,1.94,1.4441,0.4444,-0.4217,0.7363,0,0,0.0,-0.0378
97,Sony_Laptop_97,Electronics,amazon,8142.17,3385.88,58.42,Fake,5.83,2.5526,0.6579,0.7053,0.3395,0,0,0.0,-0.0615
98,SG_Dumbbells_98,Sports,amazon,2889.79,2178.11,24.63,Suspicious,3.78,1.2871,1.0,-0.0781,0.7483,1,0,0.0,0.0298
99,Lakme_Lipstick_99,Beauty,amazon,624.37,397.53,36.33,Suspicious,3.3,1.4784,0.9667,-0.3768,0.7021,0,0,0.0,0.0587
100,Puma_T-Shirt_100,Fashion,amazon,5042.31,2738.09,45.7,Suspicious,3.8,1.9855,1.0,-0.1858,0.6116,0,0,0.0,-0.0782
101,Maybelline_Lipstick_101,Beauty,amazon,2522.15,509.63,79.79,Fake,7.89,5.0385,0.8462,0.3437,0.2269,1,0,0.0,-0.0181
102,Nike_Jacket_102,Fashion,amazon,1427.16,751.57,47.34,Suspicious,3.81,1.8341,0.8125,0.2238,0.5784,0,0,0.0,0.0341
103,Nike_Jeans_103,Fashion,amazon,11874.81,3934.43,66.87,Fake,6.22,3.032,0.8056,0.4545,0.2354,0,0,0.0,-0.0046
104,Lakme_Perfume_104,Beauty,amazon,4326.46,2398.99,44.55,Suspicious,4.93,1.8555,0.6,0.742,0.5472,1,0,0.0,-0.0289
105,Prestige_Table_105,Home,amazon,4387.2,3820.76,12.91,Suspicious,1.64,1.1472,0.25,-0.4857,0.7359,0,0,0.0,0.0009
106,Prestige_Mixer_106,Home,amazon,3962.57,3607.82,8.95,Genuine,0.61,1.1116,0.1,-0.0396,0.8737,0,0,0.0,-0.0121
107,Lakme_Perfume_107,Beauty,amazon,19319.43,3884.24,79.89,Fake,8.05,5.0363,0.8108,0.3887,0.1738,1,0,0.0,-0.0126
108,SG_Football_108,Sports,amazon,2209.52,1513.92,31.48,Suspicious,3.5,1.4176,1.0,0.028,0.6738,0,0,0.0,0.0287
109,SG_Cricket Bat_109,Sports,amazon,6490.9,4363.28,32.78,Suspicious,3.57,1.4748,1.0,0.0408,0.662,0,0,0.0,0.0086
110,Lakme_Facewash_110,Beauty,amazon,3396.06,3107.59,8.49,Genuine,0.63,1.0472,0.0909,-0.0262,0.8516,0,0,0.0,0.0417
111,Nivia_Cricket Bat_111,Sports,amazon,6836.11,4875.63,28.68,Genuine,2.07,1.4872,0.3636,0.0846,0.6854,0,0,0.0,-0.0607
112,Samsung_Smartphone_112,Electronics,amazon,5271.85,3937.87,25.3,Genuine,3.66,1.286,0.8462,0.0933,0.724,1,0,0.0,0.0394
113,Nivia_Dumbbells_113,Sports,amazon,3332.44,1055.22,68.33,Fake,5.98,3.1571,0.1667,2.0297,0.18,0,0,0.0,0.0003
114,SG_Cricket Bat_114,Sports,amazon,4008.89,3741.85,6.66,Genuine,0.79,1.0151,0.1176,-0.0584,0.8179,0,0,0.0,0.0525
115,Puma_Jeans_115,Fashion,amazon,5133.5,4376.9,14.74,Genuine,1.92,1.2034,0.5,-0.4338,0.7653,0,0,0.0,-0.026
116,Nivia_Dumbbells_116,Sports,amazon,6995.12,2620.47,62.54,Fake,5.22,2.5665,0.7857,0.1491,0.3693,0,0,0.0,0.0386
117,Nivia_Cricket Bat_117,Sports,amazon,2342.1,1537.02,34.37,Genuine,2.72,1.3744,0.7742,-0.4102,0.7327,0,0,0.0,0.098
118,Maybelline_Lipstick_118,Beauty,amazon,807.81,448.89,44.43,Suspicious,3.13,1.5924,0.8438,-0.5241,0.672,0,0,0.0,0.1151
119,SG_Football_119,Sports,amazon,14006.54,4228.74,69.81,Fake,7.52,3.3872,0.5,1.3521,0.2228,1,0,0.0,-0.0226
120,Samsung_Smartphone_120,Electronics,amazon,10679.08,3706.79,65.29,Fake,7.39,2.9169,0.6875,1.4206,0.2545,1,0,0.0,-0.0125
121,Philips_Mixer_121,Home,amazon,6107.22,1247.13,79.58,Fake,9.53,5.0114,1.0,2.1795,0.196,1,0,0.0,-0.0234
122,Apple_Laptop_122,Electronics,amazon,10885.15,2939.44,73.0,Fake,5.99,3.5075,0.76,-0.2002,0.1918,0,0,0.0,0.0528
123,Lakme_Lipstick_123,Beauty,amazon,3661.47,2132.66,41.75,Suspicious,3.61,1.818,0.8438,-0.1724,0.5336,0,0,0.0,-0.0589
124,Apple_Smartphone_124,Electronics,amazon,3044.79,2831.22,7.01,Genuine,0.9,1.0491,0.1333,-0.0393,0.7959,0,0,0.0,0.0245
125,Sony_Smartwatch_125,Electronics,amazon,627.87,377.46,39.88,Suspicious,4.07,1.6255,0.9286,0.0042,0.6331,1,0,0.0,0.0228
126,Nivia_Football_126,Sports,amazon,4621.56,3270.74,29.23,Suspicious,2.37,1.4034,0.2857,0.3383,0.6641,0,0,0.0,0.0068
127,Lakme_Facewash_127,Beauty,amazon,824.27,459.74,44.22,Suspicious,2.58,1.6504,0.3333,0.2292,0.5918,0,0,0.0,0.0795
128,SG_Football_128,Sports,amazon,5543.73,4155.93,25.03,Suspicious,3.66,1.2815,0.9167,-0.4575,0.724,1,0,0.0,0.0393
129,Maybelline_Facewash_129,Beauty,amazon,9469.96,2573.39,72.83,Fake,8.09,3.7461,0.7812,1.2365,0.2025,0,0,0.0,-0.018
130,Prestige_Mixer_130,Home,amazon,8875.99,3880.19,56.28,Fake,5.29,2.4628,1.0,0.5201,0.4752,0,0,0.0,-0.0766
131,Lakme_Lipstick_131,Beauty,amazon,4201.67,2835.01,32.53,Genuine,2.83,1.3598,0.8,-0.2974,0.715,0,0,0.0,0.0825
132,Maybelline_Facewash_132,Beauty,amazon,5773.33,4432.41,23.23,Genuine,1.79,1.2471,0.5,-0.0509,0.8131,0,0,0.0,0.0426
133,Lakme_Lipstick_133,Beauty,amazon,5425.93,3019.31,44.35,Suspicious,3.76,1.8171,1.0,-0.4083,0.6107,0,0,0.0,-0.0111
134,Nike_Jacket_134,Fashion,amazon,5148.43,2481.6,51.8,Suspicious,3.83,1.8794,1.0,-0.1811,0.5916,0,0,0.0,0.0941
135,Prestige_Cookware_135,Home,amazon,1785.3,1175.01,34.18,Genuine,2.99,1.4882,0.8889,0.0834,0.7943,0,0,0.0,0.0205
136,Maybelline_Perfume_136,Beauty,amazon,4246.41,2438.9,42.57,Suspicious,3.14,1.7427,0.4348,0.4149,0.6077,0,0,0.0,-0.0009
137,Nivia_Football_137,Sports,amazon,5421.35,3886.44,28.31,Genuine,1.59,1.3021,0.1538,0.2173,0.7377,0,0,0.0,0.0666
138,Puma_Jeans_138,Fashion,amazon,1939.16,995.25,48.68,Suspicious,3.22,1.8948,0.4762,-0.2453,0.5684,0,0,0.0,0.0275
139,Prestige_Table_139,Home,amazon,18418.72,3983.75,78.37,Fake,8.69,4.5645,0.875,3.0557,0.1766,0,0,0.0,0.0128
140,SG_Dumbbells_140,Sports,amazon,3976.43,3744.35,5.84,Genuine,0.05,1.0452,0.0,-0.0468,0.9746,0,0,0.0,0.0158
141,Nike_T-Shirt_141,Fashion,amazon,8026.71,4565.55,43.12,Genuine,2.16,1.7729,0.3939,-0.2228,0.6564,0,0,0.0,-0.0084
142,Puma_Jacket_142,Fashion,amazon,2746.08,1246.47,54.61,Fake,4.76,2.1753,1.0,-0.0608,0.5092,1,0,0.0,0.0126
143,Lakme_Perfume_143,Beauty,amazon,8453.71,3772.65,55.37,Fake,6.93,2.5581,1.0,0.6128,0.3898,1,0,0.0,-0.1416
144,Prestige_Table_144,Home,amazon,3341.18,1615.17,51.66,Fake,4.61,1.9998,1.0,0.2566,0.5825,0,0,0.0,0.0333
145,Philips_Cookware_145,Home,amazon,1422.89,1302.42,8.47,Genuine,0.88,0.9756,0.1429,-0.1418,0.8057,0,0,0.0,0.107
146,Adidas_Jacket_146,Fashion,amazon,3341.9,1395.91,58.23,Fake,5.13,2.4586,1.0,0.0476,0.4423,0,0,0.0,-0.0269
147,Adidas_T-Shirt_147,Fashion,amazon,2683.63,1340.59,50.05,Suspicious,3.84,1.932,0.68,-0.1296,0.5385,1,0,0.0,0.0349
148,Apple_Laptop_148,Electronics,amazon,4279.2,3957.33,7.52,Genuine,0.47,1.0366,0.0385,-0.1049,0.8629,0,0,0.0,0.0414
149,LG_Laptop_149,Electronics,amazon,8304.41,4089.02,50.76,Fake,4.22,1.9578,0.9474,-0.4713,0.5812,0,0,0.0,0.036
150,Sony_Laptop_150,Electronics,amazon,1971.18,1367.79,30.61,Suspicious,3.23,1.3965,1.0,-0.4812,0.7448,0,0,0.0,0.031
151,Samsung_Smartphone_151,Electronics,amazon,5333.83,4975.3,6.72,Suspicious,1.41,1.0844,0.1333,-0.5789,0.8272,0,0,0.0,-0.0115
152,Philips_Mixer_152,Home,amazon,812.41,499.79,38.48,Suspicious,3.39,1.4754,1.0,-0.1155,0.6987,0,0,0.0,0.0923
153,Nivia_Dumbbells_153,Sports,amazon,4500.56,2958.67,34.26,Genuine,1.64,1.5216,0.1714,0.2814,0.7942,0,0,0.0,-0.0003
154,LG_Smartwatch_154,Electronics,amazon,3276.01,2999.11,8.45,Suspicious,1.91,1.1444,0.25,0.0806,0.7523,0,0,0.0,-0.0476
155,Nike_T-Shirt_155,Fashion,amazon,1784.59,1328.33,25.57,Genuine,2.02,1.3356,0.3846,0.0855,0.7018,0,0,0.0,0.0058
156,Prestige_Mixer_156,Home,amazon,4718.66,3290.11,30.27,Genuine,2.17,1.4198,0.2414,0.1799,0.8034,1,0,0.0,0.01
157,SG_Dumbbells_157,Sports,amazon,1812.24,479.73,73.53,Fake,6.7,3.7159,0.2,2.56,0.1886,0,0,0.0,0.0164
158,Philips_Cookware_158,Home,amazon,6613.93,4527.32,31.55,Genuine,2.12,1.3671,0.4722,0.1089,0.757,0,0,0.0,0.0642
159,Maybelline_Lipstick_159,Beauty,amazon,494.93,310.88,37.19,Suspicious,3.45,1.5428,1.0,-0.1057,0.6866,0,0,0.0,0.0309
160,Adidas_T-Shirt_160,Fashion,amazon,13894.75,3789.68,72.73,Fake,7.72,3.4472,1.0,0.7906,0.2556,0,0,0.0,0.0598
161,Puma_Jacket_161,Fashion,amazon,1135.58,621.29,45.29,Suspicious,4.18,1.7109,1.0,-0.0774,0.6596,1,0,0.0,0.0639
162,Nike_Jacket_162,Fashion,amazon,5743.44,3681.88,35.89,Suspicious,2.74,1.5108,0.6875,-0.6098,0.6694,0,0,0.0,0.0315
163,LG_Laptop_163,Electronics,amazon,6596.5,1514.16,77.05,Fake,8.56,4.3927,1.0,0.9683,0.2997,0,0,0.0,-0.0083
164,Sony_Smartwatch_164,Electronics,amazon,8950.52,5472.25,38.86,Suspicious,3.96,1.7624,0.8966,0.2318,0.5928,0,0,0.0,-0.0775
165,Puma_T-Shirt_165,Fashion,amazon,1772.28,593.67,66.5,Fake,6.15,2.9485,0.8947,0.3315,0.238,0,0,0.0,0.0123
166,Nivia_Cricket Bat_166,Sports,amazon,5959.47,4159.36,30.21,Suspicious,3.96,1.3627,1.0,-0.2876,0.6982,1,0,0.0,0.0489
167,Philips_Table_167,Home,amazon,5681.39,3369.55,40.69,Suspicious,3.26,1.6839,0.7692,0.1863,0.6903,0,0,0.0,0.0013
168,Nivia_Cricket Bat_168,Sports,amazon,7959.04,3954.3,50.32,Fake,4.18,2.0381,0.7436,-0.4618,0.486,1,0,0.0,-0.0126
169,Nivia_Cricket Bat_169,Sports,amazon,5896.4,2387.05,59.52,Fake,6.46,2.3598,0.6154,0.9092,0.3972,1,0,0.0,0.0447
170,Philips_Chair_170,Home,amazon,4209.59,3236.08,23.13,Genuine,2.53,1.2723,0.8125,-0.0684,0.8163,0,0,0.0,0.022
171,Maybelline_Lipstick_171,Beauty,amazon,1490.74,1385.76,7.04,Genuine,1.26,1.0758,0.1818,-0.004,0.7171,0,0,0.0,0.0
172,Adidas_T-Shirt_172,Fashion,amazon,6534.83,3329.96,49.04,Suspicious,3.91,1.9867,1.0,-0.0733,0.5772,0,0,0.0,-0.0124
173,LG_Smartwatch_173,Electronics,amazon,5999.83,5032.78,16.12,Genuine,2.18,1.2211,0.5625,-0.1392,0.7298,0,0,0.0,-0.0243
174,LG_Smartphone_174,Electronics,amazon,3670.3,1678.91,54.26,Suspicious,3.74,2.0641,0.7647,0.0853,0.5028,0,0,0.0,0.0558
175,Prestige_Cookware_175,Home,amazon,492.62,313.89,36.28,Suspicious,3.24,1.4915,0.9474,-0.5469,0.71,0,0,0.0,0.0496
