product_id,product_name,category,platform,mrp,selling_price,computed_discount,fraud_verdict,label_encoded,split,mrp_inflation_ratio,discount_permanence_score,pre_sale_spike,price_volatility,mrp_volatility,days_listed,discount_vs_category,seller_trust_score,discount_round_flag,charm_pricing_flag,listing_age_anomaly,discount_gap_abs,high_discount_low_trust,price_drop_magnitude,cross_platform_mrp_gap,cross_platform_price_gap,fraud_score_composite,platform_encoded,category_freq_encoded,mrp_inflation_ratio_scaled,discount_permanence_score_scaled,pre_sale_spike_scaled,price_volatility_scaled,mrp_volatility_scaled,days_listed_scaled,discount_vs_category_scaled,seller_trust_score_scaled,discount_round_flag_scaled,charm_pricing_flag_scaled,listing_age_anomaly_scaled,discount_gap_abs_scaled,high_discount_low_trust_scaled,price_drop_magnitude_scaled,cross_platform_mrp_gap_scaled,cross_platform_price_gap_scaled,fraud_score_composite_scaled,platform_encoded_scaled,category_freq_encoded_scaled
23,Lakme_Facewash_23,Beauty,amazon,2483.35,1437.22,42.13,Suspicious,2,train,1.718,0.7368,-0.015,0.0289,0.4286,37,9.06,0.6132,0,0,0,8.32,0,0.0057,0.0,0.0,3.34,1,0.188667,0.1784458020920115,0.7368,0.18231367352551442,0.1651452282157676,0.6318897637795275,0.9655172413793103,0.4951478221620402,0.563559817565197,0.0,0.0,0.0,0.4174611138986453,0.0,0.44469246031746035,0.0,0.0,0.3493723849372385,1.0,0.0
24,Puma_T-Shirt_24,Fashion,amazon,6831.07,4191.25,38.64,Suspicious,2,val,1.5728,0.1613,0.2403,0.027,0.355,30,-6.21,0.6862,0,0,0,0.0,0,0.035,0.0,0.0,1.88,1,0.196,0.14484402480792374,0.1613,0.24614346075955698,0.14937759336099585,0.520442156268928,0.7241379310344829,0.32283908824193186,0.6489299497134838,0.0,0.0,0.0,0.0,0.0,0.5173611111111112,0.0,0.0,0.19665271966527195,1.0,0.20951428571428554
25,Lakme_Lipstick_25,Beauty,amazon,5232.79,3177.36,39.28,Suspicious,2,train,1.4868,0.8636,-0.6151,0.0668,0.4348,21,6.21,0.68,0,0,0,0.0,0,0.0972,0.0,0.0,3.12,1,0.188667,0.12494214570026846,0.8636,0.032277420806560486,0.4796680497925311,0.6412780133252575,0.41379310344827586,0.4629880388174227,0.6416793357502047,0.0,0.0,0.0,0.0,0.0,0.6716269841269842,0.0,0.0,0.3263598326359833,1.0,0.0
26,LG_Smartphone_26,Electronics,amazon,748.95,665.06,11.2,Genuine,1,train,1.1407,0.2609,-0.1104,0.0242,0.5837,22,-18.17,0.7243,0,0,0,0.0,0,-0.0129,0.0,0.0,1.45,1,0.191,0.044848653151902285,0.2609,0.1584618846413481,0.12614107883817427,0.8667474258025439,0.44827586206896547,0.1878808395396073,0.6934861419716993,0.0,0.0,0.0,0.0,0.0,0.39856150793650796,0.0,0.0,0.151673640167364,1.0,0.0666571428571423
27,Samsung_Smartwatch_27,Electronics,amazon,6130.21,4332.16,29.33,Genuine,1,train,1.3702,0.8205,-0.4948,0.0244,0.3713,38,-0.04,0.7404,0,0,0,0.0,0,0.0317,0.0,0.0,2.81,1,0.191,0.09795890030547078,0.8205,0.06235467660074505,0.12780082987551866,0.5451241671714113,1.0,0.3924621981494019,0.712314349198924,0.0,0.0,0.0,0.0,0.0,0.5091765873015873,0.0,0.0,0.2939330543933054,1.0,0.0666571428571423
28,Nivia_Cricket Bat_28,Sports,amazon,18799.24,4788.64,74.53,Fake,0,train,4.1325,0.6774,2.2994,0.0211,0.557,30,49.02,0.1772,1,1,0,0.0,1,-0.0527,0.0,0.0,9.41,1,0.200667,0.7372026288993799,0.6774,0.7609570717803835,0.1004149377593361,0.8263173834039977,0.7241379310344829,0.9460618370570977,0.05367793240556659,1.0,1.0,0.0,0.0,1.0,0.29985119047619047,0.0,0.0,0.9843096234309623,1.0,0.3428571428571434
29,Nivia_Dumbbells_29,Sports,amazon,5353.27,4067.08,24.03,Suspicious,2,test,1.3224,0.5238,-0.1063,0.0321,0.3577,20,-1.48,0.7602,0,0,0,5.22,0,-0.0047,0.0,0.0,2.18,1,0.200667,0.08689715819679722,0.5238,0.15948696152211417,0.19170124481327797,0.5245305875227135,0.37931034482758624,0.37621304445948994,0.7354695357268155,0.0,0.0,0.0,0.2619167084796789,0.0,0.41889880952380953,0.0,0.0,0.2280334728033473,1.0,0.3428571428571434
30,Philips_Cookware_30,Home,amazon,1004.05,511.63,49.04,Suspicious,2,train,1.9185,0.64,0.1691,0.032,0.2862,24,11.24,0.61,0,0,0,0.0,0,0.0224,0.0,0.0,3.23,1,0.223667,0.22484495047671949,0.64,0.22834212565942447,0.19087136929460577,0.41626287098728043,0.5172413793103448,0.5197472353870458,0.559817565197053,0.0,0.0,0.0,0.0,0.0,0.48611111111111116,0.0,0.0,0.3378661087866109,1.0,1.0
31,LG_Smartwatch_31,Electronics,amazon,1426.19,929.12,34.85,Genuine,1,test,1.5301,0.2414,0.0156,0.0122,0.2434,28,5.48,0.7436,1,0,0,0.0,0,0.0032,0.0,0.0,2.09,1,0.191,0.134962510413774,0.2414,0.1899642473185489,0.026556016597510376,0.3514536644457904,0.6551724137931034,0.45475062062739785,0.7160566015670682,1.0,0.0,0.0,0.0,0.0,0.43849206349206354,0.0,0.0,0.21861924686192466,1.0,0.0666571428571423
32,Nivia_Cricket Bat_32,Sports,amazon,9565.02,2307.53,75.88,Fake,0,train,3.6471,0.6667,-0.0927,0.0637,0.5032,35,50.37,0.1987,0,0,0,0.0,1,0.1202,0.0,0.0,5.91,1,0.200667,0.6248727205405907,0.6667,0.1628872165412406,0.453941908713693,0.7448516050878256,0.896551724137931,0.9612954186413902,0.0788211905040346,0.0,0.0,0.0,0.0,1.0,0.7286706349206349,0.0,0.0,0.6182008368200836,1.0,0.3428571428571434
33,Philips_Chair_33,Home,amazon,5675.39,2449.2,56.85,Fake,0,train,2.3399,0.875,-0.2385,0.0311,0.3767,15,19.05,0.4474,0,0,0,0.0,1,-0.0098,0.0,0.0,4.7,1,0.223667,0.32236415810423036,0.875,0.12643448258619397,0.183402489626556,0.5533010296789824,0.20689655172413796,0.6078763258858045,0.3696643667407321,0.0,0.0,0.0,0.0,1.0,0.40625,0.0,0.0,0.4916317991631799,1.0,1.0
34,LG_Headphones_34,Electronics,amazon,5062.94,3481.38,31.24,Suspicious,2,train,1.2789,1.0,-0.0785,0.0471,0.5844,26,1.87,0.6826,0,0,0,0.0,0,0.1206,0.0,0.0,3.38,1,0.191,0.07683051004350644,1.0,0.16643748281121085,0.31618257261410787,0.8678073894609328,0.5862068965517242,0.41401489505754907,0.6447199157993218,0.0,0.0,0.0,0.0,0.0,0.7296626984126984,0.0,0.0,0.3535564853556485,1.0,0.0666571428571423
35,SG_Football_35,Sports,amazon,6030.43,4200.91,30.34,Suspicious,2,train,1.379,0.8571,-0.4297,0.024,0.4657,27,4.83,0.7,1,0,0,0.0,0,0.0394,0.0,0.0,3.61,1,0.200667,0.09999537165602151,0.8571,0.07863089731729879,0.12448132780082988,0.6880678376741369,0.6206896551724137,0.4474159331979237,0.6650684130511051,1.0,0.0,0.0,0.0,0.0,0.5282738095238095,0.0,0.0,0.37761506276150625,1.0,0.3428571428571434
36,Sony_Smartphone_36,Electronics,amazon,3927.41,2749.3,30.0,Suspicious,2,train,1.2973,0.9118,-0.0553,0.0612,0.4678,33,0.63,0.7237,1,0,0,0.0,0,0.0918,0.0,0.0,3.65,1,0.191,0.08108858650374895,0.9118,0.1722379178438383,0.43319502074688787,0.6912477286493035,0.8275862068965518,0.4000225682690138,0.6927844696526723,1.0,0.0,0.0,0.0,0.0,0.658234126984127,0.0,0.0,0.3817991631799163,1.0,0.0666571428571423
37,Nike_T-Shirt_37,Fashion,amazon,8409.87,3865.2,54.04,Suspicious,2,val,2.2587,1.0,0.012,0.0297,0.2669,31,9.19,0.5156,0,0,0,0.0,0,-0.0381,0.0,0.0,4.19,1,0.196,0.30357308155142104,1.0,0.18906417981348603,0.17178423236514523,0.38703815869170205,0.7586206896551724,0.496614759647935,0.4494211203368027,0.0,0.0,0.0,0.0,0.0,0.33606150793650796,0.0,0.0,0.43828451882845193,1.0,0.20951428571428554
38,Philips_Mixer_38,Home,amazon,16148.9,5172.34,67.97,Fake,0,train,3.2165,0.9375,0.689,0.0466,0.3184,15,30.17,0.2726,0,0,0,0.0,1,-0.0302,0.0,0.0,7.06,1,0.223667,0.5252244746829585,0.9375,0.35832687451558864,0.3120331950207469,0.46502119927316776,0.20689655172413796,0.7333559016023471,0.1652438311308619,0.0,0.0,0.0,0.0,1.0,0.3556547619047619,0.0,0.0,0.7384937238493723,1.0,1.0
39,Nivia_Football_39,Sports,amazon,1033.11,872.3,15.57,Genuine,1,val,1.1517,0.2821,-0.2765,0.0252,0.4806,38,-9.94,0.7622,0,0,0,0.0,0,0.0275,0.0,0.0,1.39,1,0.200667,0.04739424234009071,0.2821,0.11693377003275246,0.13443983402489626,0.7106299212598426,1.0,0.2807492665312571,0.7378084434569057,0.0,0.0,0.0,0.0,0.0,0.4987599206349207,0.0,0.0,0.14539748953974893,1.0,0.3428571428571434
40,Prestige_Mixer_40,Home,amazon,5420.43,3046.03,43.8,Suspicious,2,train,1.7413,1.0,0.0689,0.02,0.3113,22,6.0,0.6531,0,0,0,0.0,0,0.0215,0.0,0.0,3.73,1,0.223667,0.18383782282699257,1.0,0.20329024676850765,0.09128630705394192,0.4542701393095094,0.44827586206896547,0.4606183705709772,0.6102210267804935,0.0,0.0,0.0,0.0,0.0,0.48387896825396826,0.0,0.0,0.3901673640167364,1.0,1.0
41,Nike_Jeans_41,Fashion,amazon,11234.44,3332.04,70.34,Fake,0,train,3.3596,1.0,0.1983,0.0407,0.3459,27,25.49,0.2616,1,0,0,0.0,1,0.0036,0.0,0.0,7.13,1,0.196,0.5583402758493012,1.0,0.23564267320049004,0.2630705394190871,0.5066626287098728,0.6206896551724137,0.680546152110133,0.1523798386153666,1.0,0.0,0.0,0.0,1.0,0.43948412698412703,0.0,0.0,0.7458158995815899,1.0,0.20951428571428554
42,Sony_Smartphone_42,Electronics,amazon,3084.55,2220.01,28.03,Genuine,1,train,1.3818,0.3939,0.1771,0.0335,0.3387,32,-1.34,0.75,0,0,0,0.0,0,0.0055,0.0,0.0,2.08,1,0.191,0.10064333981301493,0.3939,0.2303422756706753,0.20331950207468877,0.4957601453664446,0.7931034482758621,0.3777928232904536,0.7235411063033563,0.0,0.0,0.0,0.0,0.0,0.4441964285714286,0.0,0.0,0.21757322175732216,1.0,0.0666571428571423
43,Adidas_Shoes_43,Fashion,amazon,1690.54,654.42,61.29,Suspicious,2,val,2.5868,1.0,0.1222,0.0143,0.2599,11,16.44,0.42,0,0,0,0.0,1,-0.0014,0.0,0.0,5.37,1,0.196,0.37950106451911514,1.0,0.2166162462184664,0.04398340248962655,0.3764385221078135,0.06896551724137928,0.5784247348228391,0.33762133083849843,0.0,0.0,0.0,0.0,1.0,0.42708333333333337,0.0,0.0,0.5617154811715481,1.0,0.20951428571428554
44,LG_Smartphone_44,Electronics,amazon,2973.08,2054.13,30.91,Suspicious,2,train,1.5017,0.8649,-0.0155,0.0191,0.5002,36,1.54,0.6494,0,0,0,0.0,0,-0.0376,0.0,0.0,3.22,1,0.191,0.12839026196426923,0.8649,0.18218866414981125,0.0838174273858921,0.7403089036947305,0.9310344827586208,0.41029113067027756,0.6058940474798269,0.0,0.0,0.0,0.0,0.0,0.3373015873015873,0.0,0.0,0.3368200836820084,1.0,0.0666571428571423
45,Lakme_Lipstick_45,Beauty,amazon,13834.78,4125.95,70.18,Fake,0,train,3.3668,0.75,1.3139,0.0152,0.4177,11,37.11,0.2329,1,0,0,13.59,1,-0.0041,0.0,0.0,8.47,1,0.188667,0.56000647968157,0.75,0.5145635922694203,0.05145228215767636,0.6153846153846154,0.06896551724137928,0.8116677950801173,0.11881651268857443,1.0,0.0,0.0,0.6818866031108881,1.0,0.42038690476190477,0.0,0.0,0.8859832635983264,1.0,0.0
46,Adidas_T-Shirt_46,Fashion,amazon,687.55,294.07,57.23,Fake,0,train,2.2266,1.0,-0.3895,0.0195,0.3399,12,12.38,0.4961,0,0,0,0.0,0,0.0477,0.0,0.0,4.22,1,0.196,0.2961445894658892,1.0,0.08868165112383429,0.08713692946058091,0.49757722592368253,0.10344827586206895,0.5326111487248928,0.4266167699684248,0.0,0.0,0.0,0.0,0.0,0.548859126984127,0.0,0.0,0.4414225941422594,1.0,0.20951428571428554
47,Prestige_Chair_47,Home,amazon,3062.2,1595.42,47.9,Suspicious,2,train,1.8752,0.4,0.1976,0.0344,0.3927,34,10.1,0.5804,0,0,0,0.0,0,0.023,0.0,0.0,2.78,1,0.223667,0.21482458576321395,0.4,0.2354676600745056,0.2107883817427386,0.5775287704421563,0.8620689655172413,0.5068833220491988,0.5252017307917203,0.0,0.0,0.0,0.0,0.0,0.4875992063492064,0.0,0.0,0.29079497907949786,1.0,1.0
48,Lakme_Facewash_48,Beauty,amazon,5487.6,3200.58,41.68,Genuine,1,val,1.6411,0.4595,0.1487,0.0712,0.4811,36,8.61,0.6152,0,0,0,0.0,0,0.0429,0.0,0.0,2.67,1,0.188667,0.1606498194945849,0.4595,0.2232417431307348,0.5161825726141078,0.7113870381586918,0.9310344827586208,0.4900699616339427,0.5658987252952871,0.0,0.0,0.0,0.0,0.0,0.5369543650793651,0.0,0.0,0.27928870292887026,1.0,0.0
49,Nike_T-Shirt_49,Fashion,amazon,2739.61,2411.93,11.96,Genuine,1,train,1.2087,0.1176,-0.422,0.0265,0.2554,16,-32.89,0.8352,0,0,0,12.39,0,-0.0641,0.0,0.0,1.17,1,0.196,0.06058502267888555,0.1176,0.08055604170312775,0.14522821576763484,0.36962447001817084,0.24137931034482757,0.021778379598284825,0.8231785756051925,0.0,0.0,0.0,0.6216758655293528,0.0,0.27157738095238093,0.0,0.0,0.12238493723849371,1.0,0.20951428571428554
50,Maybelline_Perfume_50,Beauty,amazon,2281.96,1107.22,51.48,Suspicious,2,train,1.9615,0.9444,-0.1729,0.0372,0.2801,17,18.41,0.5995,0,0,0,0.0,0,0.0483,0.0,0.0,3.7,1,0.188667,0.23479589003054713,0.9444,0.14283571267845088,0.23402489626556014,0.40702604482132043,0.2758620689655172,0.6006544798013992,0.5475382996140803,0.0,0.0,0.0,0.0,0.0,0.5503472222222222,0.0,0.0,0.38702928870292885,1.0,0.0
51,Apple_Laptop_51,Electronics,amazon,5559.36,1777.91,68.02,Fake,0,test,3.1161,0.6,0.8862,0.014,0.4639,9,38.65,0.2144,0,0,0,0.0,1,0.0035,0.0,0.0,6.66,1,0.191,0.5019901879107656,0.6,0.407630572292922,0.041493775933609964,0.6853422168382799,0.0,0.8290453622207177,0.09718161618524149,0.0,0.0,0.0,0.0,1.0,0.43923611111111116,0.0,0.0,0.696652719665272,1.0,0.0666571428571423
52,Maybelline_Perfume_52,Beauty,amazon,4604.76,3197.57,30.56,Genuine,1,test,1.3926,0.4444,-0.0448,0.0419,0.3437,26,-2.51,0.7447,0,0,0,0.0,0,0.033,0.0,0.0,1.9,1,0.188667,0.10314264556141817,0.4444,0.17486311473360502,0.27302904564315345,0.5033313143549365,0.5862068965517242,0.3645903859174001,0.7173430008186177,0.0,0.0,0.0,0.0,0.0,0.5124007936507937,0.0,0.0,0.19874476987447698,1.0,0.0
53,Samsung_Laptop_53,Electronics,amazon,13503.36,3104.63,77.01,Fake,0,val,4.3277,0.6129,2.587,0.0193,0.5641,30,47.64,0.1744,0,0,0,0.0,1,0.005,0.0,0.0,8.07,1,0.191,0.7823752661297789,0.6129,0.8328624646848515,0.08547717842323652,0.8370684433676561,0.7241379310344829,0.9304897314375986,0.05040346158344053,0.0,0.0,0.0,0.0,1.0,0.44295634920634924,0.0,0.0,0.8441422594142259,1.0,0.0666571428571423
