product_id,product_name,category,brand,date,mrp,selling_price,discount_percent
1,Prestige_Mixer_1,Home,Prestige,2024-02-06,1048.19,674.56,35.65
1,Prestige_Mixer_1,Home,Prestige,2024-02-07,1115.22,691.55,37.99
1,Prestige_Mixer_1,Home,Prestige,2024-02-08,1104.9,684.05,38.09
1,Prestige_Mixer_1,Home,Prestige,2024-02-09,902.81,703.4,22.09
1,Prestige_Mixer_1,Home,Prestige,2024-02-10,1907.63,686.61,64.01
2,Prestige_Cookware_2,Home,Prestige,2024-01-09,1390.51,653.31,53.02
2,Prestige_Cookware_2,Home,Prestige,2024-01-10,1475.42,645.79,56.23
2,Prestige_Cookware_2,Home,Prestige,2024-01-11,687.47,626.06,8.93
2,Prestige_Cookware_2,Home,Prestige,2024-01-12,746.86,634.98,14.98
2,Prestige_Cookware_2,Home,Prestige,2024-01-13,714.47,642.0,10.14
2,Prestige_Cookware_2,Home,Prestige,2024-01-14,704.1,634.95,9.82
2,Prestige_Cookware_2,Home,Prestige,2024-01-15,727.02,653.26,10.15
2,Prestige_Cookware_2,Home,Prestige,2024-01-16,769.58,660.27,14.2
2,Prestige_Cookware_2,Home,Prestige,2024-01-17,2234.56,674.66,69.81
2,Prestige_Cookware_2,Home,Prestige,2024-01-18,752.34,670.45,10.89
2,Prestige_Cookware_2,Home,Prestige,2024-01-19,768.19,656.46,14.54
2,Prestige_Cookware_2,Home,Prestige,2024-01-20,736.8,648.83,11.94
2,Prestige_Cookware_2,Home,Prestige,2024-01-21,758.99,647.28,14.72
2,Prestige_Cookware_2,Home,Prestige,2024-01-22,719.0,651.04,9.45
2,Prestige_Cookware_2,Home,Prestige,2024-01-23,763.57,653.25,14.45
2,Prestige_Cookware_2,Home,Prestige,2024-01-24,769.85,664.71,13.66
2,Prestige_Cookware_2,Home,Prestige,2024-01-25,796.61,680.17,14.62
2,Prestige_Cookware_2,Home,Prestige,2024-01-26,759.27,679.8,10.47
2,Prestige_Cookware_2,Home,Prestige,2024-01-27,764.29,664.93,13.0
3,Nivia_Football_3,Sports,Nivia,2024-02-22,6049.83,4302.45,28.88
3,Nivia_Football_3,Sports,Nivia,2024-02-23,4920.16,4276.96,13.07
3,Nivia_Football_3,Sports,Nivia,2024-02-24,6613.79,4323.93,34.62
3,Nivia_Football_3,Sports,Nivia,2024-02-25,16334.25,4229.55,74.11
3,Nivia_Football_3,Sports,Nivia,2024-02-26,9205.05,4114.54,55.3
3,Nivia_Football_3,Sports,Nivia,2024-02-27,10364.29,4121.39,60.23
3,Nivia_Football_3,Sports,Nivia,2024-02-28,18461.89,4122.47,77.67
3,Nivia_Football_3,Sports,Nivia,2024-02-29,8389.32,4000.73,52.31
3,Nivia_Football_3,Sports,Nivia,2024-03-01,9152.93,4007.32,56.22
3,Nivia_Football_3,Sports,Nivia,2024-03-02,13378.59,3985.72,70.21
3,Nivia_Football_3,Sports,Nivia,2024-03-03,9012.24,3936.97,56.32
3,Nivia_Football_3,Sports,Nivia,2024-03-04,8267.9,4050.04,51.01
3,Nivia_Football_3,Sports,Nivia,2024-03-05,15995.7,4094.68,74.4
3,Nivia_Football_3,Sports,Nivia,2024-03-06,8603.71,4060.79,52.8
3,Nivia_Football_3,Sports,Nivia,2024-03-07,5342.15,4001.22,25.1
3,Nivia_Football_3,Sports,Nivia,2024-03-08,5447.32,3940.44,27.66
3,Nivia_Football_3,Sports,Nivia,2024-03-09,5442.22,3918.71,27.99
3,Nivia_Football_3,Sports,Nivia,2024-03-10,5252.55,3940.66,24.98
3,Nivia_Football_3,Sports,Nivia,2024-03-11,5449.18,4024.5,26.14
4,LG_Smartphone_4,Electronics,LG,2024-02-10,3030.73,2693.31,11.13
4,LG_Smartphone_4,Electronics,LG,2024-02-11,3125.31,2719.19,12.99
4,LG_Smartphone_4,Electronics,LG,2024-02-12,3001.96,2651.06,11.69
4,LG_Smartphone_4,Electronics,LG,2024-02-13,3750.11,2723.56,27.37
4,LG_Smartphone_4,Electronics,LG,2024-02-14,2959.75,2649.93,10.47
4,LG_Smartphone_4,Electronics,LG,2024-02-15,3030.1,2644.16,12.74
4,LG_Smartphone_4,Electronics,LG,2024-02-16,3304.96,2572.61,22.16
4,LG_Smartphone_4,Electronics,LG,2024-02-17,4290.86,2635.77,38.57
4,LG_Smartphone_4,Electronics,LG,2024-02-18,5198.41,2583.1,50.31
4,LG_Smartphone_4,Electronics,LG,2024-02-19,3404.97,2611.34,23.31
4,LG_Smartphone_4,Electronics,LG,2024-02-20,3322.56,2554.74,23.11
4,LG_Smartphone_4,Electronics,LG,2024-02-21,3315.43,2515.23,24.14
4,LG_Smartphone_4,Electronics,LG,2024-02-22,3425.17,2545.89,25.67
4,LG_Smartphone_4,Electronics,LG,2024-02-23,3972.24,2581.94,35.0
4,LG_Smartphone_4,Electronics,LG,2024-02-24,5584.54,2610.76,53.25
4,LG_Smartphone_4,Electronics,LG,2024-02-25,6502.69,2593.18,60.12
4,LG_Smartphone_4,Electronics,LG,2024-02-26,8568.18,2650.21,69.07
4,LG_Smartphone_4,Electronics,LG,2024-02-27,6832.25,2604.5,61.88
4,LG_Smartphone_4,Electronics,LG,2024-02-28,10486.72,2658.79,74.65
4,LG_Smartphone_4,Electronics,LG,2024-02-29,11627.76,2642.43,77.27
4,LG_Smartphone_4,Electronics,LG,2024-03-01,8325.58,2584.14,68.96
4,LG_Smartphone_4,Electronics,LG,2024-03-02,9936.9,2599.71,73.84
4,LG_Smartphone_4,Electronics,LG,2024-03-03,10798.96,2528.35,76.59
4,LG_Smartphone_4,Electronics,LG,2024-03-04,8102.89,2588.7,68.05
4,LG_Smartphone_4,Electronics,LG,2024-03-05,5359.59,2552.02,52.38
4,LG_Smartphone_4,Electronics,LG,2024-03-06,7425.56,2491.94,66.44
4,LG_Smartphone_4,Electronics,LG,2024-03-07,3556.46,2548.59,28.34
4,LG_Smartphone_4,Electronics,LG,2024-03-08,4156.0,2578.77,37.95
4,LG_Smartphone_4,Electronics,LG,2024-03-09,3762.03,2579.12,31.44
4,LG_Smartphone_4,Electronics,LG,2024-03-10,7079.62,2580.03,63.56
4,LG_Smartphone_4,Electronics,LG,2024-03-11,3933.08,2654.13,32.52
4,LG_Smartphone_4,Electronics,LG,2024-03-12,3733.99,2632.71,29.49
4,LG_Smartphone_4,Electronics,LG,2024-03-13,3770.83,2654.94,29.59
5,Prestige_Table_5,Home,Prestige,2024-02-26,13044.72,2979.51,77.16
5,Prestige_Table_5,Home,Prestige,2024-02-27,10336.81,2961.38,71.35
5,Prestige_Table_5,Home,Prestige,2024-02-28,11583.45,2976.63,74.3
5,Prestige_Table_5,Home,Prestige,2024-02-29,6047.37,3004.44,50.32
5,Prestige_Table_5,Home,Prestige,2024-03-01,8248.04,3079.9,62.66
5,Prestige_Table_5,Home,Prestige,2024-03-02,11833.05,3061.84,74.12
5,Prestige_Table_5,Home,Prestige,2024-03-03,12764.57,3077.8,75.89
5,Prestige_Table_5,Home,Prestige,2024-03-04,10725.89,3150.41,70.63
5,Prestige_Table_5,Home,Prestige,2024-03-05,6674.74,3103.51,53.5
5,Prestige_Table_5,Home,Prestige,2024-03-06,9717.05,3042.36,68.69
5,Prestige_Table_5,Home,Prestige,2024-03-07,9332.77,3069.95,67.11
5,Prestige_Table_5,Home,Prestige,2024-03-08,5190.29,2977.18,42.64
5,Prestige_Table_5,Home,Prestige,2024-03-09,4651.3,2893.01,37.8
5,Prestige_Table_5,Home,Prestige,2024-03-10,4944.1,2856.14,42.23
5,Prestige_Table_5,Home,Prestige,2024-03-11,7281.87,2799.47,61.56
5,Prestige_Table_5,Home,Prestige,2024-03-12,5035.03,2769.21,45.0
5,Prestige_Table_5,Home,Prestige,2024-03-13,7480.5,2799.09,62.58
5,Prestige_Table_5,Home,Prestige,2024-03-14,4761.08,2859.91,39.93
5,Prestige_Table_5,Home,Prestige,2024-03-15,5695.68,2891.83,49.23
5,Prestige_Table_5,Home,Prestige,2024-03-16,10405.44,2850.6,72.6
5,Prestige_Table_5,Home,Prestige,2024-03-17,4509.84,2858.76,36.61
5,Prestige_Table_5,Home,Prestige,2024-03-18,5609.85,2870.52,48.83
5,Prestige_Table_5,Home,Prestige,2024-03-19,4430.97,2853.68,35.6
5,Prestige_Table_5,Home,Prestige,2024-03-20,4421.63,2827.64,36.05
5,Prestige_Table_5,Home,Prestige,2024-03-21,7257.98,2898.79,60.06
5,Prestige_Table_5,Home,Prestige,2024-03-22,5328.16,2822.44,47.03
5,Prestige_Table_5,Home,Prestige,2024-03-23,5183.15,2801.57,45.95
5,Prestige_Table_5,Home,Prestige,2024-03-24,5402.63,2846.28,47.32
5,Prestige_Table_5,Home,Prestige,2024-03-25,5149.68,2838.03,44.89
5,Prestige_Table_5,Home,Prestige,2024-03-26,4513.37,2771.89,38.58
5,Prestige_Table_5,Home,Prestige,2024-03-27,5367.56,2793.9,47.95
5,Prestige_Table_5,Home,Prestige,2024-03-28,5025.63,2770.54,44.87
6,LG_Headphones_6,Electronics,LG,2024-02-07,4631.41,2984.02,35.57
6,LG_Headphones_6,Electronics,LG,2024-02-08,4396.1,3025.44,31.18
6,LG_Headphones_6,Electronics,LG,2024-02-09,4396.56,2941.64,33.09
6,LG_Headphones_6,Electronics,LG,2024-02-10,4593.98,2964.93,35.46
6,LG_Headphones_6,Electronics,LG,2024-02-11,4096.99,2937.35,28.3
6,LG_Headphones_6,Electronics,LG,2024-02-12,4785.61,2880.05,39.82
6,LG_Headphones_6,Electronics,LG,2024-02-13,3248.97,2810.33,13.5
6,LG_Headphones_6,Electronics,LG,2024-02-14,4759.63,2891.38,39.25
6,LG_Headphones_6,Electronics,LG,2024-02-15,3979.92,2878.42,27.68
6,LG_Headphones_6,Electronics,LG,2024-02-16,3340.12,2834.97,15.12
6,LG_Headphones_6,Electronics,LG,2024-02-17,3160.51,2807.34,11.17
6,LG_Headphones_6,Electronics,LG,2024-02-18,4160.14,2844.0,31.64
6,LG_Headphones_6,Electronics,LG,2024-02-19,4461.2,2826.49,36.64
6,LG_Headphones_6,Electronics,LG,2024-02-20,3772.29,2784.33,26.19
6,LG_Headphones_6,Electronics,LG,2024-02-21,3321.85,2703.73,18.61
6,LG_Headphones_6,Electronics,LG,2024-02-22,3520.07,2748.32,21.92
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-20,1060.72,975.13,8.07
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-21,1032.86,962.72,6.79
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-22,1027.99,963.74,6.25
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-23,2536.76,984.43,61.19
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-24,1085.85,980.31,9.72
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-25,1042.46,976.35,6.34
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-26,1014.2,953.17,6.02
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-27,1073.77,971.51,9.52
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-28,1016.8,951.14,6.46
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-29,3587.83,939.91,73.8
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-30,2554.12,965.98,62.18
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-01-31,1109.12,944.37,14.85
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-02-01,1694.35,969.37,42.79
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-02-02,2692.73,949.13,64.75
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-02-03,1581.79,939.03,40.64
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-02-04,1659.8,966.12,41.79
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-02-05,1166.44,984.35,15.61
7,Maybelline_Facewash_7,Beauty,Maybelline,2024-02-06,1303.02,996.1,23.55
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-19,5051.23,4212.11,16.61
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-20,4754.1,4109.7,13.55
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-21,4905.74,4004.49,18.37
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-22,4893.31,4086.36,16.49
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-23,4931.15,4080.2,17.26
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-24,4483.79,3995.23,10.9
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-25,4910.07,4010.0,18.33
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-26,4820.74,4107.95,14.79
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-27,9330.22,3988.41,57.25
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-28,4804.73,4016.01,16.42
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-29,4731.41,4100.82,13.33
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-30,4494.84,3984.09,11.36
8,Puma_T-Shirt_8,Fashion,Puma,2024-01-31,7323.6,3934.75,46.27
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-01,12558.84,4021.79,67.98
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-02,5303.55,3929.02,25.92
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-03,9265.41,3964.42,57.21
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-04,7421.39,3951.05,46.76
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-05,13478.76,3855.38,71.4
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-06,6130.45,3950.5,35.56
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-07,5120.67,3993.83,22.01
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-08,5663.78,4082.19,27.92
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-09,7970.29,4100.59,48.55
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-10,6381.84,4171.32,34.64
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-11,6167.89,4150.42,32.71
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-12,9029.06,4039.32,55.26
8,Puma_T-Shirt_8,Fashion,Puma,2024-02-13,7117.72,4127.38,42.01
9,SG_Football_9,Sports,SG,2024-02-18,1106.13,836.92,24.34
9,SG_Football_9,Sports,SG,2024-02-19,2637.89,830.76,68.51
9,SG_Football_9,Sports,SG,2024-02-20,1199.49,809.49,32.51
9,SG_Football_9,Sports,SG,2024-02-21,1206.98,809.05,32.97
9,SG_Football_9,Sports,SG,2024-02-22,1134.36,827.76,27.03
9,SG_Football_9,Sports,SG,2024-02-23,1194.89,805.14,32.62
9,SG_Football_9,Sports,SG,2024-02-24,1160.5,781.39,32.67
9,SG_Football_9,Sports,SG,2024-02-25,1791.86,789.85,55.92
9,SG_Football_9,Sports,SG,2024-02-26,1883.34,795.28,57.77
9,SG_Football_9,Sports,SG,2024-02-27,2220.03,796.44,64.12
9,SG_Football_9,Sports,SG,2024-02-28,2858.55,772.54,72.97
9,SG_Football_9,Sports,SG,2024-02-29,1582.85,759.4,52.02
9,SG_Football_9,Sports,SG,2024-03-01,2598.68,764.63,70.58
9,SG_Football_9,Sports,SG,2024-03-02,3055.18,741.38,75.73
9,SG_Football_9,Sports,SG,2024-03-03,1801.16,741.65,58.82
9,SG_Football_9,Sports,SG,2024-03-04,1687.23,724.1,57.08
9,SG_Football_9,Sports,SG,2024-03-05,2434.65,713.47,70.7
9,SG_Football_9,Sports,SG,2024-03-06,1496.28,697.01,53.42
9,SG_Football_9,Sports,SG,2024-03-07,1022.9,695.64,31.99
9,SG_Football_9,Sports,SG,2024-03-08,1014.02,705.12,30.46
9,SG_Football_9,Sports,SG,2024-03-09,1057.81,706.32,33.23
9,SG_Football_9,Sports,SG,2024-03-10,1035.26,708.29,31.58
9,SG_Football_9,Sports,SG,2024-03-11,948.65,711.99,24.95
9,SG_Football_9,Sports,SG,2024-03-12,989.18,698.62,29.37
9,SG_Football_9,Sports,SG,2024-03-13,942.79,704.56,25.27
9,SG_Football_9,Sports,SG,2024-03-14,1060.07,722.6,31.83
9,SG_Football_9,Sports,SG,2024-03-15,1066.47,727.02,31.83
9,SG_Football_9,Sports,SG,2024-03-16,1651.85,711.06,56.95
9,SG_Football_9,Sports,SG,2024-03-17,1000.14,706.21,29.39
9,SG_Football_9,Sports,SG,2024-03-18,943.26,687.53,27.11
9,SG_Football_9,Sports,SG,2024-03-19,1020.81,691.34,32.27
9,SG_Football_9,Sports,SG,2024-03-20,1041.08,680.49,34.64
9,SG_Football_9,Sports,SG,2024-03-21,951.02,696.57,26.76
9,SG_Football_9,Sports,SG,2024-03-22,952.79,697.87,26.75
9,SG_Football_9,Sports,SG,2024-03-23,917.77,676.39,26.3
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-21,2028.36,1591.21,21.55
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-22,1894.09,1571.51,17.03
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-23,3261.97,1600.59,50.93
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-24,2080.02,1618.33,22.2
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-25,5289.93,1589.82,69.95
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-26,4215.48,1559.13,63.01
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-27,4354.61,1594.07,63.39
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-28,6872.02,1624.76,76.36
10,Lakme_Perfume_10,Beauty,Lakme,2024-02-29,4215.56,1670.97,60.36
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-01,6097.1,1627.33,73.31
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-02,7112.71,1625.64,77.14
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-03,5490.71,1662.59,69.72
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-04,6846.88,1687.8,75.35
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-05,7633.59,1709.65,77.6
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-06,7337.38,1737.17,76.32
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-07,2951.47,1774.63,39.87
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-08,2674.82,1797.37,32.8
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-09,2846.77,1822.52,35.98
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-10,3197.49,1774.24,44.51
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-11,5248.11,1726.02,67.11
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-12,2752.78,1694.22,38.45
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-13,2725.11,1719.74,36.89
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-14,2606.24,1698.36,34.83
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-15,3045.3,1696.34,44.3
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-16,3746.96,1697.66,54.69
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-17,3544.26,1651.09,53.42
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-18,2537.45,1642.78,35.26
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-19,2876.27,1608.74,44.07
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-20,2834.91,1590.82,43.88
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-21,2846.84,1569.74,44.86
10,Lakme_Perfume_10,Beauty,Lakme,2024-03-22,2522.07,1528.99,39.38
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-13,3357.32,2804.65,16.46
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-14,3233.87,2803.55,13.31
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-15,3398.51,2792.66,17.83
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-16,3176.3,2849.77,10.28
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-17,3484.02,2894.76,16.91
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-18,3614.75,2907.85,19.56
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-19,3552.95,2979.25,16.15
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-20,3693.04,2963.73,19.75
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-21,3446.09,2925.05,15.12
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-22,3284.83,2935.79,10.63
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-23,3516.46,3012.63,14.33
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-24,3640.57,3027.5,16.84
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-25,3417.07,2947.62,13.74
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-26,10561.78,2948.1,72.09
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-27,3498.84,2963.85,15.29
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-28,3428.01,2893.56,15.59
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-29,3483.39,2936.16,15.71
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-30,3403.15,2870.15,15.66
11,Adidas_Jacket_11,Fashion,Adidas,2024-01-31,4891.12,2920.41,40.29
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-01,6849.52,2975.34,56.56
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-02,6466.56,2981.44,53.89
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-03,9435.81,2993.25,68.28
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-04,6571.79,2933.37,55.36
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-05,5188.15,3017.3,41.84
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-06,3798.46,2978.94,21.58
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-07,5003.18,3055.8,38.92
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-08,6000.42,3085.5,48.58
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-09,4216.2,3167.12,24.88
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-10,5942.12,3084.67,48.09
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-11,5978.08,3063.91,48.75
11,Adidas_Jacket_11,Fashion,Adidas,2024-02-12,4081.85,2975.0,27.12
12,Puma_Jeans_12,Fashion,Puma,2024-02-09,9827.8,4618.22,53.01
12,Puma_Jeans_12,Fashion,Puma,2024-02-10,6681.46,4570.37,31.6
12,Puma_Jeans_12,Fashion,Puma,2024-02-11,12686.65,4614.37,63.63
12,Puma_Jeans_12,Fashion,Puma,2024-02-12,9192.99,4480.69,51.26
12,Puma_Jeans_12,Fashion,Puma,2024-02-13,7880.1,4587.49,41.78
12,Puma_Jeans_12,Fashion,Puma,2024-02-14,8424.61,4547.36,46.02
12,Puma_Jeans_12,Fashion,Puma,2024-02-15,6891.58,4628.05,32.84
12,Puma_Jeans_12,Fashion,Puma,2024-02-16,6957.72,4684.86,32.67
12,Puma_Jeans_12,Fashion,Puma,2024-02-17,7968.25,4644.97,41.71
12,Puma_Jeans_12,Fashion,Puma,2024-02-18,6668.24,4704.25,29.45
12,Puma_Jeans_12,Fashion,Puma,2024-02-19,12325.39,4787.18,61.16
12,Puma_Jeans_12,Fashion,Puma,2024-02-20,6193.28,4709.81,23.95
12,Puma_Jeans_12,Fashion,Puma,2024-02-21,6861.03,4573.51,33.34
12,Puma_Jeans_12,Fashion,Puma,2024-02-22,6243.91,4442.91,28.84
12,Puma_Jeans_12,Fashion,Puma,2024-02-23,5791.12,4429.69,23.51
12,Puma_Jeans_12,Fashion,Puma,2024-02-24,8405.36,4373.8,47.96
12,Puma_Jeans_12,Fashion,Puma,2024-02-25,10025.53,4376.83,56.34
12,Puma_Jeans_12,Fashion,Puma,2024-02-26,12561.98,4404.04,64.94
12,Puma_Jeans_12,Fashion,Puma,2024-02-27,12254.87,4456.75,63.63
12,Puma_Jeans_12,Fashion,Puma,2024-02-28,11443.18,4388.42,61.65
12,Puma_Jeans_12,Fashion,Puma,2024-02-29,17150.93,4409.23,74.29
12,Puma_Jeans_12,Fashion,Puma,2024-03-01,12364.32,4495.63,63.64
